region,capacity_scenario,lifetime_scenario,year,metric,Glass_tonnes,Aluminium_tonnes,Polymers_tonnes,Silicon_tonnes,Copper_tonnes,Silver_tonnes,Zinc_tonnes,Lead_tonnes,Tin_tonnes,Other_tonnes
Maharashtra,High,Fixed_25,2045,cumulative,91892.83980582524,17065.813106796115,11814.793689320388,4594.641990291262,3938.264563106796,72.20151699029125,85.32906553398057,39.38264563106796,39.38264563106796,262.5509708737864
Maharashtra,Conservative,Early_Loss,2045,annual,110786.62249420515,20574.658463209526,14243.994320683518,5539.331124710257,4747.998106894506,87.04663195973261,102.87329231604762,47.479981068945065,47.479981068945065,316.53320712630045
Maharashtra,Conservative,Early_Loss,2045,cumulative,926055.5553647787,171981.74599631605,119064.28568975726,46302.777768238935,39688.09522991908,727.6150792151833,859.9087299815802,396.8809522991909,396.8809522991909,2645.8730153279394
Maharashtra,Medium,Early_Loss,2045,annual,196193.26510800692,36435.892091487,25224.84837102946,9809.663255400346,8408.282790343153,154.15185115629114,182.179460457435,84.08282790343155,84.08282790343155,560.552186022877
Maharashtra,Medium,Early_Loss,2045,cumulative,1482850.4785943832,275386.5174532426,190652.2043907064,74142.52392971916,63550.734796902136,1165.0968046098724,1376.932587266213,635.5073479690213,635.5073479690213,4236.715653126809
Maharashtra,High,Early_Loss,2045,annual,272137.4546433727,50539.81300519778,34989.10131129077,13606.872732168633,11663.033770430256,213.82228579122136,252.69906502598886,116.63033770430256,116.63033770430256,777.5355846953505
Maharashtra,High,Early_Loss,2045,cumulative,1945863.8428109903,361374.7136648982,250182.49407569875,97293.19214054951,83394.16469189958,1528.8930193514923,1806.8735683244909,833.9416469189958,833.9416469189958,5559.610979459972
Maharashtra,Conservative,Regular_Loss,2045,annual,56338.221826967274,10462.812625008208,7243.485663467221,2816.9110913483637,2414.49522115574,44.265745721188566,52.31406312504104,24.144952211557403,24.144952211557403,160.96634807704936
Maharashtra,Conservative,Regular_Loss,2045,cumulative,239822.32173064494,44538.431178548344,30834.298508225776,11991.116086532247,10278.099502741925,188.4318242169353,222.6921558927417,102.78099502741925,102.78099502741925,685.2066335161284
Maharashtra,Medium,Regular_Loss,2045,annual,76623.66254326589,14230.108758035094,9851.613755562756,3831.1831271632946,3283.871251854252,60.204306283994626,71.15054379017546,32.83871251854252,32.83871251854252,218.92475012361683
Maharashtra,Medium,Regular_Loss,2045,cumulative,304131.1526539849,56481.499778597194,39102.576769798055,15206.557632699245,13034.192256599352,238.9601913709881,282.4074988929859,130.3419225659935,130.3419225659935,868.9461504399569
Maharashtra,High,Regular_Loss,2045,annual,91027.33271156941,16905.07607500575,11703.51420577321,4551.366635578471,3901.171401924403,71.5214757019474,84.52538037502873,39.01171401924404,39.01171401924404,260.0780934616269
