region,capacity_scenario,lifetime_scenario,year,material,source_range,raw_midpoint_weight_percent,normalized_weight_percent,annual_material_tonnes,cumulative_material_tonnes
Tamil Nadu,Conservative,Fixed_25,2045,Other,<0.20%,0.2,0.2022653721682848,190.12843851132692,560.9004854368933
Tamil Nadu,Conservative,Early_Loss,2045,Glass,68-72%,70.0,70.79288025889969,28851.599035897772,318686.5017299876
Tamil Nadu,Conservative,Early_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,5358.154106666729,59184.63603556913
Tamil Nadu,Conservative,Early_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,3709.4913046154275,40973.97879385555
Tamil Nadu,Conservative,Early_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,1442.5799517948885,15934.325086499382
Tamil Nadu,Conservative,Early_Loss,2045,Copper,2-4%,3.0,3.033980582524272,1236.4971015384758,13657.992931285184
Tamil Nadu,Conservative,Early_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,22.66911352820539,250.3965370735617
Tamil Nadu,Conservative,Early_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,26.790770533333642,295.92318017784567
Tamil Nadu,Conservative,Early_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,12.364971015384759,136.57992931285185
Tamil Nadu,Conservative,Early_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,12.364971015384759,136.57992931285185
Tamil Nadu,Conservative,Early_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,82.43314010256506,910.532862085679
Tamil Nadu,Conservative,Regular_Loss,2045,Glass,68-72%,70.0,70.79288025889969,27713.86793395594,155616.5330308445
Tamil Nadu,Conservative,Regular_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,5146.861187734674,28900.213277156836
Tamil Nadu,Conservative,Regular_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,3563.2115915086206,20007.839961108577
Tamil Nadu,Conservative,Regular_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,1385.693396697797,7780.826651542225
Tamil Nadu,Conservative,Regular_Loss,2045,Copper,2-4%,3.0,3.033980582524272,1187.7371971695402,6669.279987036192
Tamil Nadu,Conservative,Regular_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,21.775181948108237,122.27013309566352
Tamil Nadu,Conservative,Regular_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,25.73430593867337,144.50106638578416
Tamil Nadu,Conservative,Regular_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,11.877371971695403,66.69279987036192
Tamil Nadu,Conservative,Regular_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,11.877371971695403,66.69279987036192
Tamil Nadu,Conservative,Regular_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,79.18247981130268,444.61866580241286
Tamil Nadu,Medium,Fixed_25,2045,Glass,68-72%,70.0,70.79288025889969,66544.95347896442,196315.16990291263
Tamil Nadu,Medium,Fixed_25,2045,Aluminium,12-14%,13.0,13.147249190938512,12358.348503236248,36458.53155339806
Tamil Nadu,Medium,Fixed_25,2045,Polymers,8-10%,9.0,9.101941747572816,8555.779733009711,25240.521844660194
Tamil Nadu,Medium,Fixed_25,2045,Silicon,3-4%,3.5,3.5396440129449838,3327.247673948221,9815.758495145632
Tamil Nadu,Medium,Fixed_25,2045,Copper,2-4%,3.0,3.033980582524272,2851.9265776699035,8413.507281553399
Tamil Nadu,Medium,Fixed_25,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,52.285320590614894,154.24763349514564
Tamil Nadu,Medium,Fixed_25,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,61.79174251618124,182.2926577669903
Tamil Nadu,Medium,Fixed_25,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,28.519265776699037,84.13507281553399
Tamil Nadu,Medium,Fixed_25,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,28.519265776699037,84.13507281553399
Tamil Nadu,Medium,Fixed_25,2045,Other,<0.20%,0.2,0.2022653721682848,190.12843851132692,560.9004854368933
Tamil Nadu,Medium,Early_Loss,2045,Glass,68-72%,70.0,70.79288025889969,46983.62513123837,441374.6710134322
Tamil Nadu,Medium,Early_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,8725.530381515697,81969.58175963741
Tamil Nadu,Medium,Early_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,6040.75180258779,56748.17198744128
Tamil Nadu,Medium,Early_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,2349.1812565619184,22068.73355067161
Tamil Nadu,Medium,Early_Loss,2045,Copper,2-4%,3.0,3.033980582524272,2013.58393419593,18916.057329147094
Tamil Nadu,Medium,Early_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,36.915705460258714,346.79438436769675
Tamil Nadu,Medium,Early_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,43.62765190757848,409.847908798187
Tamil Nadu,Medium,Early_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,20.1358393419593,189.16057329147097
Tamil Nadu,Medium,Early_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,20.1358393419593,189.16057329147097
Tamil Nadu,Medium,Early_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,134.23892894639533,1261.0704886098065
Tamil Nadu,Medium,Regular_Loss,2045,Glass,68-72%,70.0,70.79288025889969,32769.67842121863,172716.5435397575
Tamil Nadu,Medium,Regular_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,6085.797421083459,32075.92951452639
Tamil Nadu,Medium,Regular_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,4213.244368442395,22206.412740825963
Tamil Nadu,Medium,Regular_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,1638.4839210609314,8635.827176987874
Tamil Nadu,Medium,Regular_Loss,2045,Copper,2-4%,3.0,3.033980582524272,1404.4147894807984,7402.137580275321
Tamil Nadu,Medium,Regular_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,25.747604473814636,135.70585563838088
Tamil Nadu,Medium,Regular_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,30.428987105417296,160.37964757263194
Tamil Nadu,Medium,Regular_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,14.044147894807985,74.02137580275321
Tamil Nadu,Medium,Regular_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,14.044147894807985,74.02137580275321
Tamil Nadu,Medium,Regular_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,93.62765263205323,493.4758386850214
Tamil Nadu,High,Fixed_25,2045,Glass,68-72%,70.0,70.79288025889969,66544.95347896442,196315.16990291263
Tamil Nadu,High,Fixed_25,2045,Aluminium,12-14%,13.0,13.147249190938512,12358.348503236248,36458.53155339806
Tamil Nadu,High,Fixed_25,2045,Polymers,8-10%,9.0,9.101941747572816,8555.779733009711,25240.521844660194
Tamil Nadu,High,Fixed_25,2045,Silicon,3-4%,3.5,3.5396440129449838,3327.247673948221,9815.758495145632
Tamil Nadu,High,Fixed_25,2045,Copper,2-4%,3.0,3.033980582524272,2851.9265776699035,8413.507281553399
Tamil Nadu,High,Fixed_25,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,52.285320590614894,154.24763349514564
Tamil Nadu,High,Fixed_25,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,61.79174251618124,182.2926577669903
Tamil Nadu,High,Fixed_25,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,28.519265776699037,84.13507281553399
Tamil Nadu,High,Fixed_25,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,28.519265776699037,84.13507281553399
Tamil Nadu,High,Fixed_25,2045,Other,<0.20%,0.2,0.2022653721682848,190.12843851132692,560.9004854368933
Tamil Nadu,High,Early_Loss,2045,Glass,68-72%,70.0,70.79288025889969,60760.66897007868,524809.201723731
Tamil Nadu,High,Early_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,11284.124237300326,97464.56603440718
Tamil Nadu,High,Early_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,7812.0860104386875,67475.46879305111
Tamil Nadu,High,Early_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,3038.0334485039343,26240.460086186547
Tamil Nadu,High,Early_Loss,2045,Copper,2-4%,3.0,3.033980582524272,2604.028670146229,22491.82293101704
Tamil Nadu,High,Early_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,47.74052561934754,412.35008706864573
Tamil Nadu,High,Early_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,56.42062118650163,487.3228301720359
Tamil Nadu,High,Early_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,26.040286701462293,224.91822931017043
Tamil Nadu,High,Early_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,26.040286701462293,224.91822931017043
Tamil Nadu,High,Early_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,173.60191134308195,1499.4548620678029
Tamil Nadu,High,Regular_Loss,2045,Glass,68-72%,70.0,70.79288025889969,35495.63205068143,181362.5471879022
Tamil Nadu,High,Regular_Loss,2045,Aluminium,12-14%,13.0,13.147249190938512,6592.045952269409,33681.615906324696
Tamil Nadu,High,Regular_Loss,2045,Polymers,8-10%,9.0,9.101941747572816,4563.724120801899,23318.041781301712
Tamil Nadu,High,Regular_Loss,2045,Silicon,3-4%,3.5,3.5396440129449838,1774.7816025340717,9068.12735939511
Tamil Nadu,High,Regular_Loss,2045,Copper,2-4%,3.0,3.033980582524272,1521.2413736006329,7772.680593767237
Tamil Nadu,High,Regular_Loss,2045,Silver,0.03-0.08%,0.055,0.05562297734627832,27.889425182678266,142.499144219066
Tamil Nadu,High,Regular_Loss,2045,Zinc,0.03-0.10%,0.065,0.06573624595469256,32.960229761347044,168.40807953162346
Tamil Nadu,High,Regular_Loss,2045,Lead,0.01-0.05%,0.03,0.03033980582524272,15.21241373600633,77.72680593767238
Tamil Nadu,High,Regular_Loss,2045,Tin,0.01-0.05%,0.03,0.03033980582524272,15.21241373600633,77.72680593767238
Tamil Nadu,High,Regular_Loss,2045,Other,<0.20%,0.2,0.2022653721682848,101.41609157337552,518.1787062511492
